"Day","Hour","Season","ExamPeriod","LowSalesPeriod","DrinksSold","Size.Mean","Content.Espresso","Content.Drip","Content.Water","Content.Tea","Content.Milk","Content.SpecialtyMilk","Content.Chocolate","Content.Seasonal","Content.Juice","Trait.Cold","Trait.HighInSugar","Trait.HighInCaffeine","Trait.Froth","Temperature","DewPoint","Humidity","WindSpeed","Pressure","Clear","Fog","Rain","Snow"
2016-10-18,17,"Fall",FALSE,FALSE,11,339,4,1,4,3,4,1,4,0,1,1,2,1,8,23.9,16.3,62,24,99.45,FALSE,FALSE,TRUE,FALSE
2016-10-18,18,"Fall",FALSE,FALSE,16,309,7,3,4,2,7,0,4,1,1,1,3,3,13,22.1,17.5,75,32,99.57,FALSE,FALSE,TRUE,FALSE
2016-10-18,19,"Fall",FALSE,FALSE,9,315,3,0,2,4,7,0,3,1,0,0,3,1,6,20.9,17.2,79,31,99.6,TRUE,FALSE,FALSE,FALSE
2016-10-18,20,"Fall",FALSE,FALSE,5,379,1,0,3,2,2,0,2,0,0,0,2,0,3,21.2,17.5,79,37,99.67,TRUE,FALSE,FALSE,FALSE
2016-10-18,7,"Fall",FALSE,FALSE,5,343,4,0,0,0,4,0,0,0,1,1,0,0,5,9.1,7.7,91,13,100.32,FALSE,FALSE,TRUE,FALSE
2016-10-18,8,"Fall",FALSE,FALSE,18,315,11,5,3,2,10,1,1,1,0,1,0,6,17,9.7,8.6,93,16,100.24,FALSE,FALSE,TRUE,FALSE
2016-10-18,9,"Fall",FALSE,FALSE,18,283,12,6,2,0,10,1,1,0,0,0,1,6,16,10.7,9.5,92,15,100.13,FALSE,FALSE,TRUE,FALSE
2016-10-19,10,"Fall",FALSE,FALSE,16,255,10,4,1,3,8,1,0,1,0,0,3,5,13,15.2,9,66,23,101.06,FALSE,FALSE,FALSE,FALSE
2016-10-19,11,"Fall",FALSE,FALSE,13,282,11,0,5,2,7,1,1,0,0,0,1,0,11,15,8.5,65,18,101.14,FALSE,FALSE,FALSE,FALSE
2016-10-19,12,"Fall",FALSE,FALSE,7,304,6,0,1,1,6,0,1,0,0,1,0,1,6,15.3,7.2,58,25,101.19,FALSE,FALSE,FALSE,FALSE
2016-10-19,13,"Fall",FALSE,FALSE,23,289,14,2,4,7,13,3,2,1,0,1,5,3,18,16.4,6.6,52,17,101.24,TRUE,FALSE,FALSE,FALSE
2016-10-19,14,"Fall",FALSE,FALSE,15,267,7,4,4,5,5,0,0,0,0,2,1,4,14,16.4,5.5,48,21,101.29,TRUE,FALSE,FALSE,FALSE
2016-10-19,15,"Fall",FALSE,FALSE,11,317,3,2,3,5,5,0,0,0,1,1,1,2,10,17,5.7,47,19,101.34,TRUE,FALSE,FALSE,FALSE
2016-10-19,16,"Fall",FALSE,FALSE,15,312,10,0,2,5,10,2,2,1,1,1,5,0,12,16.6,5.9,49,13,101.38,TRUE,FALSE,FALSE,FALSE
2016-10-19,17,"Fall",FALSE,FALSE,4,429,0,1,2,2,0,0,0,0,1,1,0,1,4,14.9,5.5,53,10,101.44,TRUE,FALSE,FALSE,FALSE
2016-10-19,18,"Fall",FALSE,FALSE,14,355,6,0,8,9,3,3,0,1,0,0,3,1,12,13.9,5.6,57,12,101.53,TRUE,FALSE,FALSE,FALSE
2016-10-19,19,"Fall",FALSE,FALSE,10,272,6,2,2,3,5,1,0,0,0,0,3,2,8,13.1,5.8,61,9,101.56,TRUE,FALSE,FALSE,FALSE
2016-10-19,20,"Fall",FALSE,FALSE,2,355,2,0,0,0,2,0,0,0,0,0,0,0,2,11.4,6,69,6,101.62,TRUE,FALSE,FALSE,FALSE
2016-10-19,7,"Fall",FALSE,FALSE,5,296,4,1,0,0,3,1,0,0,0,0,0,1,4,10.8,9.1,89,16,100.89,TRUE,FALSE,FALSE,FALSE
2016-10-19,8,"Fall",FALSE,FALSE,17,320,13,2,2,2,12,2,2,1,0,1,0,3,17,12,9.2,83,14,100.99,TRUE,FALSE,FALSE,FALSE
2016-10-19,9,"Fall",FALSE,FALSE,30,288,16,8,4,5,17,1,1,0,0,0,5,8,24,14.1,9.8,75,15,101.03,TRUE,FALSE,FALSE,FALSE
2016-10-20,10,"Fall",FALSE,FALSE,13,309,10,2,3,2,7,0,0,0,1,2,0,2,11,10.4,7.7,83,14,101.75,FALSE,FALSE,FALSE,FALSE
2016-10-20,11,"Fall",FALSE,FALSE,4,311,2,0,2,2,1,1,0,0,1,1,1,0,4,10.5,7.9,84,13,101.8,FALSE,FALSE,FALSE,FALSE
2016-10-20,12,"Fall",FALSE,FALSE,16,301,8,4,2,4,8,1,0,0,0,0,2,4,14,10.7,8.3,85,8,101.75,FALSE,FALSE,TRUE,FALSE
2016-10-20,13,"Fall",FALSE,FALSE,15,308,9,1,7,5,7,0,0,0,0,2,1,2,14,11.6,9.5,87,9,101.72,FALSE,FALSE,TRUE,FALSE
2016-10-20,14,"Fall",FALSE,FALSE,11,301,7,1,5,3,4,1,0,0,0,0,1,1,9,12,10.6,91,11,101.67,FALSE,FALSE,TRUE,FALSE
2016-10-20,15,"Fall",FALSE,FALSE,14,338,8,3,6,5,6,0,0,0,0,0,1,3,12,11.7,10.8,94,13,101.65,FALSE,FALSE,TRUE,FALSE
2016-10-20,16,"Fall",FALSE,FALSE,4,355,2,0,1,2,3,0,0,0,0,0,1,0,3,12,9.8,86,10,101.61,FALSE,FALSE,TRUE,FALSE
2016-10-20,17,"Fall",FALSE,FALSE,7,253,6,1,2,0,3,1,1,0,0,0,0,1,6,11.4,9.7,89,16,101.58,FALSE,FALSE,TRUE,FALSE
2016-10-20,18,"Fall",FALSE,FALSE,8,300,4,0,3,4,4,0,0,0,0,0,1,0,6,11,9.9,93,16,101.5,FALSE,FALSE,TRUE,FALSE
2016-10-20,19,"Fall",FALSE,FALSE,3,296,2,0,0,0,2,0,0,0,1,1,0,0,3,10.8,9.9,94,21,101.4,FALSE,FALSE,TRUE,FALSE
2016-10-20,20,"Fall",FALSE,FALSE,1,118,1,0,1,0,0,0,0,0,0,0,0,0,1,10.7,9.8,94,24,101.29,FALSE,TRUE,TRUE,FALSE
2016-10-20,7,"Fall",FALSE,FALSE,6,296,6,0,0,0,3,3,0,0,0,1,0,0,5,9.6,6.9,83,6,101.78,FALSE,FALSE,FALSE,FALSE
2016-10-20,8,"Fall",FALSE,FALSE,13,291,10,2,1,2,8,2,1,0,0,0,2,2,10,10.3,8.1,86,4,101.77,FALSE,FALSE,FALSE,FALSE
2016-10-20,9,"Fall",FALSE,FALSE,15,315,13,2,1,1,9,3,2,0,0,1,1,2,10,12.4,8.1,75,6,101.74,FALSE,FALSE,FALSE,FALSE
2016-10-21,10,"Fall",FALSE,FALSE,18,276,13,4,2,0,12,2,2,0,0,0,2,4,13,9.3,8.4,94,24,100.41,FALSE,TRUE,TRUE,FALSE
2016-10-21,11,"Fall",FALSE,FALSE,15,284,13,1,2,1,12,0,0,0,0,0,0,1,11,9.4,8.5,94,28,100.41,FALSE,TRUE,TRUE,FALSE
2016-10-21,12,"Fall",FALSE,FALSE,9,342,4,3,2,4,5,0,0,0,0,1,2,3,9,9.5,8.6,94,22,100.39,FALSE,TRUE,TRUE,FALSE
2016-10-21,13,"Fall",FALSE,FALSE,12,355,8,0,5,5,7,0,0,0,0,0,1,0,12,9.8,8.9,94,23,100.32,FALSE,TRUE,TRUE,FALSE
2016-10-21,14,"Fall",FALSE,FALSE,11,355,7,1,5,3,4,1,1,0,0,0,0,1,9,9.8,8.4,91,28,100.33,FALSE,FALSE,TRUE,FALSE
2016-10-21,15,"Fall",FALSE,FALSE,14,304,10,2,1,2,9,2,1,0,0,0,2,2,11,9.8,8.1,89,27,100.27,FALSE,FALSE,TRUE,FALSE
2016-10-21,16,"Fall",FALSE,FALSE,6,237,3,2,2,0,1,1,1,0,0,0,0,2,6,9.9,7.9,87,26,100.25,FALSE,FALSE,FALSE,FALSE
2016-10-21,17,"Fall",FALSE,FALSE,2,237,1,0,0,0,1,1,1,0,0,0,1,0,1,10,7.6,85,22,100.22,FALSE,FALSE,FALSE,FALSE
2016-10-21,18,"Fall",FALSE,FALSE,3,315,1,1,2,1,0,0,0,0,0,0,0,1,3,9.2,8,92,20,100.18,FALSE,TRUE,TRUE,FALSE
2016-10-21,19,"Fall",FALSE,FALSE,4,325,2,0,2,1,1,1,0,0,0,0,0,0,3,9,7.9,93,21,100.1,FALSE,TRUE,TRUE,FALSE
2016-10-21,20,"Fall",FALSE,FALSE,2,177,2,0,0,0,1,1,0,0,0,0,0,0,1,8.7,7.8,94,23,100.06,FALSE,TRUE,TRUE,FALSE
2016-10-21,6,"Fall",FALSE,FALSE,1,355,1,0,0,0,1,0,0,0,0,0,0,0,1,9.5,8.6,94,34,100.55,FALSE,FALSE,TRUE,FALSE
2016-10-21,7,"Fall",FALSE,FALSE,10,284,10,0,0,0,8,2,0,2,0,0,0,1,9,9.2,8.3,94,36,100.51,FALSE,TRUE,TRUE,FALSE
2016-10-21,8,"Fall",FALSE,FALSE,14,342,11,2,1,0,8,2,0,0,1,1,0,3,13,9.2,8.3,94,31,100.51,FALSE,TRUE,TRUE,FALSE
2016-10-21,9,"Fall",FALSE,FALSE,16,285,10,3,4,4,9,1,1,0,0,0,1,3,14,9.2,8.3,94,30,100.43,FALSE,TRUE,TRUE,FALSE
2016-10-22,10,"Fall",FALSE,FALSE,16,268,10,1,1,2,13,0,2,2,0,0,4,3,11,7.5,6.6,94,14,99.23,FALSE,TRUE,TRUE,FALSE
2016-10-22,11,"Fall",FALSE,FALSE,20,308,17,3,1,0,16,0,5,1,0,0,1,3,17,7.4,6.5,94,11,99.19,FALSE,TRUE,TRUE,FALSE
2016-10-22,12,"Fall",FALSE,FALSE,17,268,12,5,2,1,9,0,2,0,1,2,1,5,16,7.9,7,94,14,99.04,FALSE,TRUE,TRUE,FALSE
2016-10-22,13,"Fall",FALSE,FALSE,25,326,20,0,2,3,21,2,7,3,0,0,4,3,19,7.8,6.8,93,16,98.97,FALSE,TRUE,TRUE,FALSE
2016-10-22,14,"Fall",FALSE,FALSE,19,294,15,2,5,2,11,1,2,0,0,0,1,3,17,7.5,6.3,92,21,98.9,FALSE,TRUE,TRUE,FALSE
2016-10-22,15,"Fall",FALSE,FALSE,15,280,9,4,1,1,7,3,4,0,0,0,1,4,13,6.9,5.7,92,21,98.9,FALSE,TRUE,TRUE,FALSE
2016-10-22,16,"Fall",FALSE,FALSE,5,338,2,0,3,4,1,0,0,0,0,0,1,0,5,6.4,5.4,93,25,98.86,FALSE,TRUE,TRUE,FALSE
2016-10-22,17,"Fall",FALSE,FALSE,6,335,3,0,2,2,4,0,2,0,0,0,1,0,5,5.7,4.4,91,29,98.83,FALSE,TRUE,TRUE,FALSE
2016-10-22,18,"Fall",FALSE,FALSE,5,284,4,0,2,1,3,0,0,0,0,0,0,0,3,4.8,3.5,91,28,98.82,FALSE,TRUE,TRUE,FALSE
2016-10-22,19,"Fall",FALSE,FALSE,1,355,0,1,0,0,0,0,0,0,0,0,0,1,1,4.2,2.6,89,26,98.86,FALSE,FALSE,TRUE,FALSE
2016-10-22,20,"Fall",FALSE,FALSE,1,237,0,0,0,0,1,0,0,0,0,0,0,0,1,3.9,2.3,89,22,98.85,FALSE,FALSE,TRUE,FALSE
2016-10-22,21,"Fall",FALSE,FALSE,1,237,1,0,0,0,1,0,0,0,0,0,0,0,1,3.4,1.9,90,28,98.88,FALSE,FALSE,TRUE,FALSE
2016-10-22,9,"Fall",FALSE,FALSE,18,296,13,2,2,2,16,0,0,1,0,0,0,5,16,7.6,6.7,94,15,99.26,FALSE,TRUE,TRUE,FALSE
2016-10-23,10,"Fall",FALSE,FALSE,21,296,15,2,3,2,12,2,5,1,0,0,4,3,17,5,-0.6,67,38,99.51,FALSE,FALSE,FALSE,FALSE
2016-10-23,11,"Fall",FALSE,FALSE,30,278,20,1,2,2,23,4,10,1,0,0,8,1,20,5.9,-1,61,47,99.57,FALSE,FALSE,FALSE,FALSE
2016-10-23,12,"Fall",FALSE,FALSE,28,292,17,3,8,5,18,1,4,0,0,0,6,4,23,7.1,-0.8,57,46,99.58,FALSE,FALSE,FALSE,FALSE
2016-10-23,13,"Fall",FALSE,FALSE,15,300,7,5,0,3,10,1,2,0,0,0,4,5,12,8.8,-1,50,40,99.6,TRUE,FALSE,FALSE,FALSE
2016-10-23,14,"Fall",FALSE,FALSE,18,309,12,0,4,6,13,2,2,4,0,0,2,3,16,9.6,-0.6,49,41,99.67,TRUE,FALSE,FALSE,FALSE
2016-10-23,15,"Fall",FALSE,FALSE,22,320,11,5,4,4,12,1,2,1,1,1,4,5,18,10.1,-2.5,41,45,99.72,TRUE,FALSE,FALSE,FALSE
2016-10-23,16,"Fall",FALSE,FALSE,25,276,16,1,4,5,15,4,2,3,0,0,3,4,21,10,-3.6,38,30,99.78,TRUE,FALSE,FALSE,FALSE
2016-10-23,17,"Fall",FALSE,FALSE,18,263,16,0,3,2,14,1,1,1,0,0,3,0,15,9.5,-4.5,37,31,99.86,TRUE,FALSE,FALSE,FALSE
2016-10-23,18,"Fall",FALSE,FALSE,4,325,2,0,2,2,1,1,0,0,0,0,0,0,4,8.9,-3,43,28,99.94,TRUE,FALSE,FALSE,FALSE
2016-10-23,19,"Fall",FALSE,FALSE,2,296,1,1,0,0,1,0,0,0,0,0,0,1,1,8.3,-0.4,54,34,99.98,TRUE,FALSE,FALSE,FALSE
2016-10-23,20,"Fall",FALSE,FALSE,2,355,0,0,1,1,1,0,1,0,0,0,1,0,1,7.6,0.4,60,39,100.05,TRUE,FALSE,FALSE,FALSE
2016-10-23,9,"Fall",FALSE,FALSE,13,318,6,4,4,1,5,1,2,1,0,0,1,4,12,4.3,-0.7,70,41,99.46,FALSE,FALSE,FALSE,FALSE
2016-10-24,10,"Fall",FALSE,FALSE,22,317,16,0,3,5,20,0,0,1,0,0,3,1,17,5.9,-0.2,65,39,100.59,FALSE,FALSE,TRUE,FALSE
2016-10-24,11,"Fall",FALSE,FALSE,14,287,11,1,3,3,8,2,1,1,0,0,2,2,12,6.2,-0.3,63,38,100.61,FALSE,FALSE,TRUE,FALSE
2016-10-24,12,"Fall",FALSE,FALSE,15,225,13,0,4,0,9,1,1,0,0,2,0,0,15,5.6,-0.5,65,35,100.65,FALSE,FALSE,TRUE,FALSE
2016-10-24,13,"Fall",FALSE,FALSE,24,275,17,4,4,5,12,4,2,0,0,0,4,4,22,6.1,-2.3,55,36,100.68,FALSE,FALSE,FALSE,FALSE
2016-10-24,14,"Fall",FALSE,FALSE,21,279,10,4,7,6,7,1,1,1,0,0,2,5,19,6.6,-1.8,55,23,100.73,FALSE,FALSE,FALSE,FALSE
2016-10-24,15,"Fall",FALSE,FALSE,14,292,9,1,4,4,9,2,1,2,0,0,1,3,11,6.3,-2.3,54,34,100.77,FALSE,FALSE,FALSE,FALSE
2016-10-24,16,"Fall",FALSE,FALSE,9,302,3,1,2,6,5,1,2,0,0,0,4,1,7,6.5,-2.1,54,30,100.85,FALSE,FALSE,TRUE,FALSE
2016-10-24,17,"Fall",FALSE,FALSE,7,321,3,1,1,2,2,3,0,0,0,0,1,1,6,6,-2.6,54,30,100.93,FALSE,FALSE,TRUE,FALSE
2016-10-24,18,"Fall",FALSE,FALSE,3,208,3,0,1,0,1,0,1,0,0,0,0,0,3,5.6,-3,54,27,101.01,FALSE,FALSE,TRUE,FALSE
2016-10-24,19,"Fall",FALSE,FALSE,8,296,6,0,0,1,6,2,5,0,0,0,1,0,6,5.2,-3.9,52,32,101.06,FALSE,FALSE,FALSE,FALSE
2016-10-24,20,"Fall",FALSE,FALSE,2,296,0,0,1,0,1,0,1,0,0,0,1,0,1,4.7,-4.1,53,32,101.11,FALSE,FALSE,FALSE,FALSE
2016-10-24,6,"Fall",FALSE,FALSE,1,355,0,1,0,0,0,0,0,0,0,0,0,1,1,4.1,-0.5,72,20,100.36,TRUE,FALSE,FALSE,FALSE
2016-10-24,7,"Fall",FALSE,FALSE,3,276,1,2,0,0,1,0,0,0,0,0,0,2,3,4.8,-1,66,24,100.44,FALSE,FALSE,FALSE,FALSE
2016-10-24,8,"Fall",FALSE,FALSE,7,237,5,2,1,1,3,1,0,1,0,0,1,3,7,5,0.2,71,23,100.49,FALSE,FALSE,FALSE,FALSE
2016-10-24,9,"Fall",FALSE,FALSE,14,313,9,1,3,4,9,1,2,2,0,0,4,2,9,6,-0.1,65,29,100.55,FALSE,FALSE,FALSE,FALSE
2016-10-25,10,"Fall",FALSE,FALSE,18,258,12,3,3,5,12,0,1,1,0,0,4,4,17,4.9,-3.1,56,29,101.56,FALSE,FALSE,FALSE,FALSE
2016-10-25,11,"Fall",FALSE,FALSE,19,285,12,3,2,5,11,2,0,1,0,0,3,4,13,5,-3.1,56,30,101.57,FALSE,FALSE,FALSE,FALSE
2016-10-25,12,"Fall",FALSE,FALSE,17,313,13,3,5,2,10,0,1,0,0,0,0,3,17,5.6,-3,54,24,101.57,FALSE,FALSE,FALSE,FALSE
2016-10-25,13,"Fall",FALSE,FALSE,18,329,10,2,2,4,14,1,2,0,0,2,3,3,15,6.6,-2.6,52,27,101.58,FALSE,FALSE,FALSE,FALSE
2016-10-25,14,"Fall",FALSE,FALSE,12,296,7,1,3,3,7,2,1,0,0,0,3,1,8,6.5,-4,47,31,101.62,FALSE,FALSE,FALSE,FALSE
2016-10-25,15,"Fall",FALSE,FALSE,22,296,11,3,3,5,15,1,2,2,0,0,5,4,14,6.3,-4.5,46,22,101.7,FALSE,FALSE,FALSE,FALSE
2016-10-25,16,"Fall",FALSE,FALSE,4,304,3,0,2,1,0,1,1,0,0,0,0,0,4,6.5,-4.6,45,16,101.75,FALSE,FALSE,FALSE,FALSE
2016-10-25,17,"Fall",FALSE,FALSE,4,384,1,1,1,1,2,0,1,0,0,0,1,1,3,5.8,-4.1,49,19,101.84,FALSE,FALSE,FALSE,FALSE
2016-10-25,18,"Fall",FALSE,FALSE,3,315,0,0,0,0,3,0,3,0,0,0,3,0,0,4.8,-4.2,52,20,101.96,FALSE,FALSE,FALSE,FALSE
2016-10-25,19,"Fall",FALSE,FALSE,15,294,7,1,2,4,11,0,3,2,0,0,6,2,8,3.3,-3.3,62,13,102.04,FALSE,FALSE,FALSE,FALSE
2016-10-25,7,"Fall",FALSE,FALSE,4,281,3,1,0,0,3,0,0,0,0,0,0,1,3,2.8,-3.3,64,21,101.44,FALSE,FALSE,FALSE,FALSE
2016-10-25,8,"Fall",FALSE,FALSE,10,319,8,1,1,1,8,0,1,0,0,0,0,1,8,3.4,-3,63,29,101.51,FALSE,FALSE,FALSE,FALSE
2016-10-25,9,"Fall",FALSE,FALSE,14,292,10,3,0,0,10,1,1,0,0,0,0,3,13,3.8,-2.6,63,32,101.51,FALSE,FALSE,FALSE,FALSE
2016-10-26,10,"Fall",FALSE,FALSE,13,291,7,5,0,2,8,0,0,0,0,0,2,5,12,1.8,-4.9,61,9,102.76,FALSE,FALSE,FALSE,FALSE
2016-10-26,11,"Fall",FALSE,FALSE,14,266,12,1,2,0,10,1,0,0,1,1,0,1,11,2.1,-5.6,57,12,102.74,FALSE,FALSE,FALSE,FALSE
2016-10-26,12,"Fall",FALSE,FALSE,15,308,13,1,2,2,12,0,0,2,0,0,1,3,14,2.9,-5.3,55,14,102.69,FALSE,FALSE,FALSE,FALSE
2016-10-26,13,"Fall",FALSE,FALSE,16,303,10,1,0,3,12,3,0,1,0,0,2,1,11,2.9,-5.8,53,9,102.66,FALSE,FALSE,FALSE,FALSE
2016-10-26,14,"Fall",FALSE,FALSE,14,273,8,2,2,1,6,3,1,0,0,0,1,2,13,3,-5.4,54,10,102.7,FALSE,FALSE,FALSE,FALSE
2016-10-26,15,"Fall",FALSE,FALSE,22,324,11,2,6,7,12,1,2,0,0,0,3,2,18,3.1,-5.8,52,10,102.74,FALSE,FALSE,FALSE,FALSE
2016-10-26,16,"Fall",FALSE,FALSE,9,276,6,2,1,0,6,0,1,2,0,0,1,4,8,3.2,-6,51,7,102.71,FALSE,FALSE,FALSE,FALSE
2016-10-26,17,"Fall",FALSE,FALSE,6,256,4,0,2,2,4,0,0,1,0,0,1,0,4,2.9,-5.3,55,7,102.76,FALSE,FALSE,FALSE,FALSE
2016-10-26,18,"Fall",FALSE,FALSE,10,275,3,0,1,6,6,2,2,0,0,0,7,0,4,3.1,-6.1,51,3,102.81,FALSE,FALSE,FALSE,FALSE
2016-10-26,19,"Fall",FALSE,FALSE,5,331,0,0,0,3,5,0,2,0,0,0,4,0,1,3.1,-5.3,54,4,102.81,FALSE,FALSE,FALSE,TRUE
2016-10-26,20,"Fall",FALSE,FALSE,1,237,0,0,0,1,0,1,0,0,0,0,1,0,0,2.6,-4.9,58,9,102.8,FALSE,FALSE,FALSE,TRUE
2016-10-26,7,"Fall",FALSE,FALSE,6,286,4,0,0,0,5,0,1,0,1,1,1,0,5,-0.4,-4.5,74,10,102.55,FALSE,FALSE,FALSE,FALSE
2016-10-26,8,"Fall",FALSE,FALSE,10,319,6,1,1,2,8,0,1,0,0,0,1,2,9,0.9,-4.2,69,8,102.66,FALSE,FALSE,FALSE,FALSE
2016-10-26,9,"Fall",FALSE,FALSE,24,320,15,1,4,6,16,3,4,0,0,0,8,1,17,1.7,-4.4,64,9,102.73,FALSE,FALSE,FALSE,FALSE
2016-10-27,10,"Fall",FALSE,FALSE,14,232,11,1,3,3,7,3,0,2,0,0,2,1,11,2.4,-2.3,71,19,102.63,FALSE,FALSE,FALSE,FALSE
2016-10-27,11,"Fall",FALSE,FALSE,14,222,14,0,2,0,11,0,1,0,0,0,0,0,11,3.6,-2.4,65,19,102.52,FALSE,FALSE,FALSE,FALSE
2016-10-27,12,"Fall",FALSE,FALSE,24,343,17,1,6,7,14,1,2,3,0,0,3,4,22,4.8,-2.3,60,22,102.42,FALSE,FALSE,FALSE,FALSE
2016-10-27,13,"Fall",FALSE,FALSE,13,262,10,0,0,2,10,2,4,0,0,0,4,0,7,5.4,-2.4,57,21,102.27,FALSE,FALSE,FALSE,FALSE
2016-10-27,14,"Fall",FALSE,FALSE,11,344,5,3,4,3,4,1,0,0,0,0,0,3,10,6,-2.6,54,20,102.13,FALSE,FALSE,FALSE,FALSE
2016-10-27,15,"Fall",FALSE,FALSE,19,299,14,1,4,4,12,2,3,1,0,1,5,4,13,6.1,-3,52,24,102.06,FALSE,FALSE,FALSE,FALSE
2016-10-27,16,"Fall",FALSE,FALSE,9,250,6,2,2,1,3,2,0,0,0,0,1,2,8,3.8,0.5,79,29,102.07,FALSE,FALSE,TRUE,FALSE
2016-10-27,17,"Fall",FALSE,FALSE,6,355,5,0,3,1,2,1,0,0,0,0,0,0,6,2.5,0.6,87,23,101.99,FALSE,TRUE,TRUE,FALSE
2016-10-27,18,"Fall",FALSE,FALSE,6,375,1,0,3,4,1,2,1,1,0,0,1,0,5,1.8,0.5,91,23,101.95,FALSE,TRUE,TRUE,FALSE
2016-10-27,19,"Fall",FALSE,FALSE,5,308,1,0,1,2,4,0,2,0,0,0,3,0,2,2,0.7,91,24,101.87,FALSE,FALSE,TRUE,TRUE
2016-10-27,7,"Fall",FALSE,FALSE,3,276,2,1,0,0,2,0,0,0,0,0,0,1,3,0.4,-3.7,74,20,102.74,FALSE,FALSE,FALSE,FALSE
2016-10-27,8,"Fall",FALSE,FALSE,10,290,8,0,0,0,9,0,0,1,1,1,0,1,9,0.7,-3.1,76,13,102.75,FALSE,FALSE,FALSE,FALSE
2016-10-27,9,"Fall",FALSE,FALSE,21,313,13,4,2,4,13,2,0,0,1,1,2,4,18,1.2,-2.7,75,17,102.69,FALSE,FALSE,FALSE,FALSE
2016-10-28,10,"Fall",FALSE,FALSE,32,303,25,4,5,7,20,5,1,0,0,0,7,4,29,5.2,4.5,95,11,101.65,FALSE,TRUE,TRUE,FALSE
2016-10-28,11,"Fall",FALSE,FALSE,18,309,13,3,1,4,14,0,1,1,0,1,3,5,15,5.4,4.4,93,9,101.69,FALSE,TRUE,TRUE,FALSE
2016-10-28,12,"Fall",FALSE,FALSE,9,329,7,1,1,1,7,1,0,1,0,0,0,2,9,5.1,4.2,94,19,101.68,FALSE,TRUE,TRUE,FALSE
2016-10-28,13,"Fall",FALSE,FALSE,15,272,12,2,1,0,9,3,2,0,0,0,0,2,11,5,3.8,92,18,101.68,FALSE,FALSE,TRUE,FALSE
2016-10-28,14,"Fall",FALSE,FALSE,11,312,6,2,1,2,9,0,0,0,0,0,2,2,10,5.1,3.6,90,14,101.73,FALSE,FALSE,TRUE,FALSE
2016-10-28,15,"Fall",FALSE,FALSE,7,321,3,0,2,3,5,0,1,0,0,0,1,0,6,4.7,3.4,91,13,101.76,FALSE,FALSE,TRUE,FALSE
2016-10-28,16,"Fall",FALSE,FALSE,8,296,5,1,2,2,4,1,0,0,0,0,0,1,8,4.6,3.1,90,10,101.79,FALSE,FALSE,TRUE,FALSE
2016-10-28,17,"Fall",FALSE,FALSE,3,355,1,0,1,2,2,0,0,1,0,0,0,1,3,4.4,2.9,90,8,101.8,FALSE,FALSE,TRUE,FALSE
2016-10-28,18,"Fall",FALSE,FALSE,9,302,5,0,5,4,3,1,0,0,0,0,1,0,6,4.3,2.7,89,10,101.86,FALSE,FALSE,TRUE,FALSE
2016-10-28,19,"Fall",FALSE,FALSE,4,245,2,0,0,0,2,1,3,0,0,0,2,0,2,4.3,2.3,87,4,101.86,FALSE,FALSE,FALSE,FALSE
2016-10-28,20,"Fall",FALSE,FALSE,2,296,0,2,0,0,0,0,0,0,0,0,0,2,2,4.5,2.4,86,3,101.81,FALSE,FALSE,FALSE,FALSE
2016-10-28,7,"Fall",FALSE,FALSE,5,355,3,2,0,0,2,1,0,0,0,0,0,2,5,4.6,3.4,92,14,101.54,FALSE,FALSE,TRUE,FALSE
2016-10-28,8,"Fall",FALSE,FALSE,6,276,3,2,0,1,4,0,0,0,0,0,0,2,5,4.8,3.6,92,11,101.62,FALSE,FALSE,TRUE,FALSE
2016-10-28,9,"Fall",FALSE,FALSE,24,345,16,4,3,4,16,1,3,2,0,0,3,5,21,4.8,3.8,93,10,101.66,FALSE,TRUE,TRUE,FALSE
2016-10-29,10,"Fall",FALSE,FALSE,26,308,17,2,3,4,15,4,5,3,1,1,5,5,19,4.7,3.5,92,25,100.71,FALSE,FALSE,TRUE,FALSE
2016-10-29,11,"Fall",FALSE,FALSE,18,289,14,3,2,0,10,3,1,2,0,0,1,5,15,5,4,93,23,100.61,FALSE,FALSE,TRUE,FALSE
2016-10-29,12,"Fall",FALSE,FALSE,24,311,15,2,4,5,17,2,5,1,0,0,6,3,18,4.9,3.9,93,25,100.46,FALSE,FALSE,TRUE,FALSE
2016-10-29,13,"Fall",FALSE,FALSE,19,299,15,1,4,4,14,1,2,2,0,0,2,3,16,5,4.3,95,19,100.32,FALSE,TRUE,TRUE,FALSE
2016-10-29,14,"Fall",FALSE,FALSE,20,275,9,2,3,5,12,3,3,0,0,0,5,2,11,5.3,4.6,95,13,100.25,FALSE,FALSE,TRUE,FALSE
2016-10-29,15,"Fall",FALSE,FALSE,20,319,11,2,5,7,13,1,1,2,0,3,5,4,18,5.5,4.8,95,21,100.15,FALSE,FALSE,TRUE,FALSE
2016-10-29,16,"Fall",FALSE,FALSE,8,311,3,1,1,3,5,1,2,0,0,0,3,1,6,5.8,5.2,96,9,100.09,FALSE,TRUE,TRUE,FALSE
2016-10-29,17,"Fall",FALSE,FALSE,12,276,7,1,2,3,8,1,0,0,0,0,2,1,8,5.8,5.4,97,4,100.12,FALSE,TRUE,TRUE,FALSE
2016-10-29,18,"Fall",FALSE,FALSE,7,326,5,1,2,1,2,1,1,0,0,0,1,1,6,6,5.4,96,5,100.2,FALSE,TRUE,TRUE,FALSE
